id,text,class
7349,"""<user>: they should hand out free adderall at the academic rally tomorrow""",2
7350,<user> <user> <user> <user> <user> <user> <user> <user> pushing oxycontin,2
7351,"my butt, swinging on swings, xanax",2
7352,your desire to satisfy your girlfriend using tramadol is your sure ticket to the grave.   <hashtag>  stop tramadol abuse,2
7353,sherlock had pain in his arm. he asked the doctor to give him vicodin. now he is morphine than before.,2
7354,<user> i really ainít know that tramadol song was yours ??,2
7355,lean on rocks perkys mollies xannies rocks oxycontin  takeoff i'm your med doc (takeoff <allcaps>!),2
7356,<user> ali as after his first xanax,2
7357,<user> <user> this ainít abt u morphine u should be the one who moves,2
7358,now cos of this whole drug abuse issue when i see a bunch of thug looking young men sitting with a reporter with mic in hand i automatically assume they are discussing tramadol lolxx,2
7359,"<user> <user> <user> <user> and the most commonly prescribed non-opiod painkiller (in my experience) is tramadol, which can cause severe <allcaps> adverse reactions in people w / even mild mental health issues, pharmacologically treated or not.",2
7360,i really wonder how these people get prescribed adderall xanax or even cough medicine. when they walk in to the doctors office looking like they about to drop a new song on soundcloud ??,2
7361,percocet n codeine pls donít take my liiiiife,2
7362,oxycodone.,2
7363,"country where you can buy tramadol and codeine otc <allcaps>  lmao if there are <number>l of codeine in nigeria, <number>l is being mixed with coke, <number>l pharmacy dey hoard am to sell to abusers, <number>l actually being used for cough",2
7364,<user> pretty much ever since i started working at that methadone clinic and was working <number> jobs back in <number>,2
7365,"<user> the various magistrates who allowed this bloke to get behind the wheel, will no doubt be dong some soul searching, as too, those who manage the taxpayer funded methadone clinic he had just got high in.",2
7366,cersei needs a xanax for fuck's sake,2
7367,"doctors newly licensed can only treat <number> patients with suboxone in first year, <number> in next year. obama just proposed new rules to make <number>",2
7368,my body pillow and she saw my hentai folder on my sandwhich absorbed it was year <number> grams of morphine so i od real quick ????,2
7369,"i think coffee is <number> parts adderall and <number> part laxative, with a little bit of vape",2
7370,<user> <user> donny b'y they has to check there throat for tampons before they give them there methadone. if not they sell the tampons full of methadone. true story,2
7371,omg! you pop adderall even though you don't have adhd! you're so cool! you're even cooler for posting pics!,2
7372,<user> <user> take a couple ativan. youíll be fine.,2
7373,"i can see that homeless person(s), the police department and the methadone clinic out the window of my apartment. therefore i say whatever i want. you alcoholic people with you <number> year old body look pretty foolish trying to give me advice. i'm <number><number> years older in most cases.",2
7374,xanax is the root of all evil,2
7375,how does adderall work if you actually have adhd?,2
7376,<user> <user> hahaha the adderall player plays for the patriots! <repeat> ????????????,2
7377,have frequent anger?yes?you suffer from kleptomania.this causes voices in your head.try abilify,2
7378,<user> <user> i am no doctor either but that sounds more like people on methadone. <repeat>,2
7379,"just heard my mom say ""give my mom morphine, so what if she gets addicted she's in pain"" but she freaks out when i smoke weed lol",2
7380,<user> only on a tech level because he stayed on the script that was written for him that really said nothing. a little xanax.,2
7381,"we redirect only to state: ""?<number>% manifest <allcaps> oud <allcaps>"" post-stage<number>exposure to rx opiates [morphine / codeine] and / or rx opioids [hydrocodone, hydromorphone, et al]. the <hashtag>  a f f l i c t i o naka a d d i c t i o n is a pre <allcaps>existing chronic disease caused by a functional neural anomaly that precedes <allcaps> s<number>exposure.",2
7382,"in the backwash of the withering propulsion in las vegas, it has emerged that hitman writer field was winning valium, the generic. <repeat>",2
7383,gabapentin can be repaired  <elong>memories can be recovered life can be returned to normal.  <user> has heard this explanation from me.  a very low dose of strattera <number> mg when flashbacks are not present  more than <number> mg will cause an overwhelming recovery of memory.,2
7384,ì<user>: did you take another xanax hudson? smh ì<user>: only i anthony hudson would leave my wallet at my work desk. <repeat>îî <sadface>,2
7385,i could hear the xanax story everyday for the rest of my life and still laugh every time,2
7386,adderall is depressing,2
7387,"<user> after watching never be the same video, i came to the conclusion that you're like nicotine, heroin, morphine . <repeat> suddenly, i'm a fiend and you're all i need darling ?? ?? <hashtag>  n b t s watch party ??",2
7388,<user> on god the only way to go if u on xanax is down,2
7389,<user> or xanax or something wlah,2
7390,would you believe me if i said i never popped xanax,2
7391,<user> hahaha fr! like shut up boi &amp; take your adderall,2
7392,"<user> it is hard to stop the ""peace keeping force"" kicking in your front door by throwing oxycodone at them",2
7393,<user> always give in if threatened but once you feel manipulated -which is usually seen when you emotionally respond to a request for opioids emotional (tears / anger / fear ect)-say no <allcaps>-working in a methadone prescribing practice trained the hairs on your neck to have high specificity,2
7394,<user> i was trying to come up with a good drug for monday and morphine with the only one i could think that starts with an m,2
7395,lmao my dad told me to take a xanax and chill??,2
7396,<user> bigpharma does not provide most morphine- it is generic providers. bigpharma provides expensive / lethal arthritis meds,2
7397,"y'all be taking percs , molly , xanax and drinking lean everyday thinking y'all could talk down on custys . . .you are a custy too tf ?????????",2
7398,finish more methadone.,2
7399,<user> <number> did not know that kroger (fred meyer) sold guns anyway.  <number> they should also stop dispensing oxycontin in the pharmacy. <number> what about all that alcohol on the shelves?  <number> all that high sodium in their processed meats at the deli.,2
7400,if i was a pill popper. id need a xanax right now.,2
7401,<user> i'll have to google zyprexa. thanks!,2
7402,<user> lol. i understand. have you some wine or a xanax and get <number> people on your head.,2
7403,the man want u to take xanax and kill and rob and indicted for it,2
7404,they could bottle nick compton up and use him as valium ????,2
7405,<user> maybe like an adderall like substance that helps them concentrate but is banned? ??,2
7406,i don't get people who speed on vyvanse or addies just to be fucked up.,2
7407,<user> <user> <user> <user> <user> <user> take a valium,2
7408,<user> <user> who paid off representatives marino (pa <allcaps>) &amp; blackburn (tn <allcaps>) to pass a bill that prevented the dea <allcaps> from effectively enforcing drug laws for opioids (oxycontin &amp; pain pills)?,2
7409,in other news i'm giving my puppy a higher dose of tramadol than i have given some of my patients ??,2
7410,"tramadol? bro, wtf? i know better.",2
7411,the goal is to create music that will wake fiends up out their xanax naps,2
7412,overdoses on valium,2
7413,<user> im so proud of you! ayaw ng ifc <allcaps> insertion and alprazolam! haha nice one beshiebels!,2
7414,"television is just an electronic valium, discuss:",2
7415,"<user> shoot, i spaced it about getting him out of the car. iíll have to find a neighbor. theyíre going to give him morphine at the vet. hopefully thatíll help. iím nervous for him - heís such a big baby already!",2
7416,adderall is essentially meth know what you are putting into your body ! <repeat>,2
7417,"cool,calm, just like my mom, with a couple of valium inside her palm, it's mr. mischief with a trick up his sleeve",2
7418,<user> i bet rubio is relieved to get reacquainted with some downers after being hopped up on the adderall for so long.,2
7419,"if hearing that trump fired comey gives you chest pain &amp; nausea, join me in the er for some xanax before our healthcare is gone too.",2
7420,<user> <user> take a valium smoke a joint relax it ain't going to happen,2
7421,there's now only a season between me and journey's end. i better stock up on morphine.,2
7422,<user> <user> thatís only because <number>% of twitter doesnít need valium.  <elong>we all need a good shag.,2
7423,"<user> uh oh, time to start tweaking out junkies, get some suboxone.",2
7424,ì<user>: i'm so confused i feel like someone slipped a xanax in my drinkî lol,2
7425,<user> that med made me suicidal ?? some of these non narcotic meds scare the crap out of me but so does methadone &amp; fentanyl.,2
7426,<user> <user> you made my day ??and now i need valium . a german football fan <hashtag>  germanyvs sweden,2
7427,have an itchy tongue?yes?you suffer from pica.this causes closing of the throat.try methadone,2
7428,<user> i don't think that you can say that. <repeat> i mean anabolic steroids and adderall are a little different.,2
7429,<user> klonopin or black heart,2
7430,<user> still look like a mad tramp you see collecting her methadone,2
7431,"??just like nicotine, heroin, morphine suddenly, i'm a fiend and you're all i need all i need, yeah, you're all i need?? i am <allcaps> obsessed <allcaps>",2
7432,<user> <user> he sounds like this guy i once talked  with who was on methadone.,2
7433,your wcw wears glitter eyeshadow for highlight and addicted to xanax.,2
7434,"know that you been up for three days, on that adderall and redbull.",2
7435,sheís morphine queen of my vaccines,2
7436,"the cv is a beauty; also known as a methadone, gwili, celebration, more cattle, judge's birthday  /  <hashtag> royalmail",2
7437,<user> this was the night you sweat so much that you melted those xanax in your pocket,2
7438,<user> no morphine for when the back hurts? no benzos for the times you're really anxious? no nothing?,2
7439,"<user> i understand that laws in egypt are different but actually, how do you legally come by that number of tramadol legally in the first place in the uk?",2
7440,"<user> oh! mothafucka! hopefully you at least got that morphine drip like i ordered you to ease all the pain. <repeat> sorry, cybill. <repeat> ????",2
7441,shorty ate a moth and popped a xanax wtf ??,2
7442,<user> <user> <user> <user> <user> you are all over the place aren't you. better take your adderall,2
7443,<user> i'd take morphine to prevent this,2
7444,<user> <user> <user> gabapentin &amp; lyrica causing violent convulsions / seizures diverted cns <allcaps>-respiratory depression i don't think it's aeasy comparison to imodium,2
7445,<user> feat  diazepam  ??,2
7446,"<user> ??actually, its lyrica",2
7447,"<user> <user> nah boys trust pop some tramadol and roll a fat smoke, will be pukka",2
7448,guys i didn't know the cliche was true i keep getting offered adderall hahaha <hashtag> asu,2
7449,xans &amp; adderall that's a contradiction,2
7450,<user> i'll get u some morphine sherlock,2
7451,"""its not an adderall comment its a life comment""",2
7452,studying about all kinds of different meds and i've definitely always thought it was oxycotton not oxycontin lolol,2
7453,future pronounces adderall oddly,2
7454,imma be real with y'all with fucking xanax and popping other shit atm. so if u really care about that then stay tuned cause i'm making a video about that in a bit,2
7455,<user> i know right!  to me it's just morphine for masochists.,2
7456,<user> his methadone prescription is too high man ????,2
7457,<user> the heck's a xanax,2
7458,"this was a facetious example but if you replace s+v and c+o with oxycodone and oxybutynin you get the idea. in fact, the change of colour scheme becomes more dangerous as you see it's blue and says oxy-- on it so assume it oxycodone even if the colours scheme has changed. <number> / n",2
7459,"<user> the left in america are in a tailspin meltdown and lashing out in the best way they know how by dividing us between gender, race and divisive political dogma.  the chardonnay and xanax self-medicating isnít working.",2
7460,no one has xanax okay? quit fucking asking.,2
7461,em was doin allat big talk bout trump n shit and decided to drop his whitest album ever. <repeat>someone hand that man a valium,2
7462,<user> and the valium mate ??????,2
7463,"<user> i saw some of this last night. man, it was as if adderall came to life and wrote a screenplay. also, what a waste of <user> 's talents.",2
7464,"<user> <user> what will dreamgirls do when <user> is re-elected to a <number>nd term? ask for an increase for the alprazolam, jump out a window or move to can <allcaps>? have you noticed democrats never <allcaps> threaten to move mex <allcaps>, the racists they really are?",2
7465,"have to go to a chemist for their daily methadone &amp; they all say they have to wait <number> weeks to get payment, so i say what about your food &amp;",2
7466,"<user> so if yurinators have crack, sooperstars have xanax. hahahajsjdkdkdkflglg <allcaps>",2
7467,the tramadol fall,2
7468,that cement / adderall scene in mr robot s<number>e<number> is fucking yikes <allcaps>,2
7469,vyvanse is the key to success,2
7470,<user> <user> probably on a lot of adderall tbh,2
7471,someone get my cat a xanax,2
7472,lmao all my adderall designer,2
7473,"<user> thanks paul, just need to get him to eat! <number> weeks on tramadol and tonight on methadone, he's looking for a part in the next serious of <hashtag> stillgame as mick's sidekick",2
7474,"<user> ???????????? if u take the tramadol dier,u dey see players like la gata????",2
7475,<user> addarell and xanax although i'm not sure if xanax is available in egypt ana m<number>tag abalb<number> <number>elba <number>shan a<number>ade elfatra de,2
7476,have depression?yes?you suffer from narcolepsy.this causes skin to turn orange.try xanax,2
7477,junkie ass lean fiends &amp; xanax pill popping animals,2
7478,all i've been hearing today is how people are doing xanax at school. <repeat> okay?,2
7479,gnt <allcaps> tomem <allcaps> diazepam <allcaps>. saporra <allcaps> te <allcaps> deixa <allcaps> chapadinho <allcaps>,2
7480,honestly i feel like walkin around with xanax and just throwing it at people cause ya just needa chil <elong>,2
7481,"<user> <user> <user> oh yes. that's all thanks to wilson hey on the mountain rescue committee in <number> challenging the home office to prosecute him. law changed in <number> to allow mr <allcaps> to have legal access to morphine. stands to this day, with a tweak to reduce bureaucracy in <number>",2
7482,i shit you not im lying watching tv and itís not even <number>pm yet and a lyrica <allcaps> advert comes on . <repeat> what even is life,2
7483,"<user> <user> oxycodone that entered puget sound contaminated shellfish tissue, scientists found. i think it affected a low percentage. read the piece ??",2
7484,"???? you go through all the street fighter players, you have to take adderall to win at smash, you're lame.",2
7485,"yes, among other things! legitimate patients r being swept up alongside the abusers while the gov is cracking ( no pun intended!) down on the dr's &amp; dr's are now taking it away from people who really need it!  theyre trying  <number>get you put on 'suboxone' which does nada <number>your pain!",2
7486,"""this is how morphine is made in the opium poppy, and mescaline in cactuses.""",2
7487,there's methadone for heroin; why isn't there a stevia program for quitting sugar?,2
7488,i wish it would rain xanax ??,2
7489,q<number> heroin is the brand name of morphine once marketed by which pharmaceutical company?,2
7490,"<user> he is a sleep now, nothing conclusive, so just lots more tests at the moment. he still had the chest pain even after oral morphine ??",2
7491,i think i should be prescribed to xanax.,2
7492,afternoon! husband is going for a morphine related nap &amp; im headed to the shop for chocolate &amp; lightbulbs,2
7493,<user> <user>  i told her  get a fucking job let trump do his  take a xanax <allcaps>?? actually she needs a frikkin <allcaps> handful??????,2
7494,if you think justice kennedy is all that stands between uh <elong>. <repeat> okayish modern could-be-better-but-change-is-scary-and-hard world and uh. <repeat> auschwitz  idk man you might just need to take a lorazepam,2
7495,<user> <user> also: the change of pharma oxycontin to oxyneo has also played a role in people switching to street opioids,2
7496,i don't want <allcaps> people on <hashtag> suboxone. but- i really <allcaps> dont want people on <hashtag> heroin. heroin is a death sentence. medically assisted path  is a map <allcaps> to <hashtag> life for many. <repeat> <hashtag>  whatever it takes,2
7497,"nicotine, heroin, morphine  kca  <hashtag>  fav breakout artist camila cabello",2
7498,i donít want to only be the morphine that numbs the pain! <hashtag>  thursday thoughts,2
7499,"<user> the rate the codine, tramadol, and lean is on the increase due to the music we hear  <hashtag> itsokwithokey",2
7500,<user> you'll realize how xanax makes a lot of people look like crackheads lbs,2
7501,"<hashtag> pope: jesus said we need to pick up our cross and follow him, he didn't say to take morphine to sleep well! being welcoming is a cross.",2
7502,<user> <user> same tramadol that kids would empty inside codeine and gulp like it's fruit juice. i remember being in yola and overhearing a young girl planning her expenses for the next day. top on the list? codeine and tramadol.,2
7503,this one is on methadone discrimination. it explains in detail how methadone maintenance patients are discriminated against.,2
7504,<user> but just do moli then adderall is so bad for you lol,2
7505,"err, wellbutrin and adderall, there's no way to selectively modulate the upper body tc <allcaps> and lower body tc <allcaps> rhythm differentially with haarp <allcaps>",2
7506,have boils on your ear lobes?you probably have autism.this causes a total eclipse of the heart.try methadone,2
7507,"<user> donít you realize that your friends who manufacture oxycontin, are in the country you call home? how about stopping their distribution of the main drug killing americans every fíing day.",2
7508,money is like a packet of seeds performing for valium,2
7509,"<user> if i was him and get convicted, iíd get some drugs before going to jail and kill myself.  od <allcaps> on xanax.",2
7510,all the kids in my town od on xanax and heroin. when will this end,2
7511,<user> you sounded like you were on lorazepam shuts you right up well if in psychosis or passion,2
7512,and a xanax to make it all right,2
7513,have freckles?you probably have pre-menstrual syndrome.this causes a total eclipse of the heart.try methadone,2
7514,"<user> it's measured in ""morphine milligram equivalent"" per capita.  so instead of # of scripts or pills, it takes into account the potency of the pills as well.",2
7515,"<user> re insomnia drugs,zolpidem side effx as mentioned r drowsiness day after,sleep-walking,amnesia.noticed clonazepam not prescribed",2
7516,like damn that dude patrick is the poster child on why you shouldn't abuse xanax meth and alcohol.,2
7517,<hashtag>  morning joe-stop the hypocrisy.u were ok with liar hillary &amp; sex predator bill back in the white house.joe-stop bullying.mika-take a valium.,2
7518,adderall should be prescribed to everyone,2
7519,<user> honestly? i'd probably go for fentanyl and an antihistamine for the rash. <number>mg of oxycodone isn't going to touch your pain.,2
7520,that time of year when you start considering an adderall prescription,2
7521,"<number> ""and i got xanax, percocet, promethazine with codeine, call me mr sandman, i'm seeking all these hoes dreams"" this one flying over ur head too smh",2
7522,ravens safety matt elam arrested with <number> grams of marijuana and <number> grams of oxycodone in his car,2
7523,i wish frankie could get locked in a cage with a male gorilla; loaded up on adderall and viagra. the gorilla not frankie! <hashtag> bb<number>,2
7524,jenny and hayley need to take a xanax your nagging is not attractive <hashtag> tar <hashtag> amazingrace <hashtag> blinddate,2
7525,<user> yes! er <allcaps> should have access to suboxone and be able to do induction! amazing study and results here,2
7526,<user> <user> no we should make big pharma fund substance abuse treatment centers for heavily marketing oxycontin to drs and hospitals and covering up the addictive properties of the painkillers they pedal that have exacerbated the drug problem we have. next.,2
7527,"we have in stock  cannabis , cannabis oil , cannabis seeds, oxycontin , oxycodone , methadone, morphine, etizolam, clonazolam, flubromazolam",2
7528,"yeah, sure. that's what they said about laudanum, heroin, cocaine, and morphine. didn't they say one time that quaaludes were not addictive - like right before they had to take it off the market because people were dying? like i'm going to believe the pharmaceutical industry. no <allcaps>!",2
7529,"go to desk, say tramadol not working, they write a note and will pass to nurse when they can? <repeat>",2
7530,"steal them bc theyíre already addicted. non narcotics like gabapentin and pregablin are often effective at treating pain management, combined w regular treatment from a doctor. iím genuinely sorry for the pain this girl + others suffer. i donít want anyone to have to live with +",2
7531,"<user> ""pretty much"" he nods and takes off his gloves ""now you're gonna have to take it easy for a little bit, if the pain gets bad i'll give you more morphine okay?""",2
7532,adderall just slaying,2
7533,<user> <user> i have no idea what alprazolam is for.  but you seem quite familiar.  you a doctor?  didnít think so.  have another dose,2
7534,<user> relax. take a valium. take two <allcaps> valium.,2
7535,i finally seen someone else on my tl that listens to lyrica anderson ??,3
7536,"<user> iím so sorry, lyrica. <sadface> at least heís not in pain anymore.",3
7537,guys <allcaps> <elong> the <allcaps> lyrica <allcaps> from <allcaps> dont <allcaps> leave <allcaps> me <allcaps> omfg <allcaps> im <allcaps> cr <allcaps>ying,3
7538,lyrica stop asking for moniece to beat your ass. before it happens.  lh <elong> ,3
7539,"<user> ????i am really happy to say so! <repeat> as your fans, it seems like a dream to talk like this???? i want to learn chinese too!???? i wanted to say it all the time, lyrica's illustration was very very cute???????",3
7540,"nico lurking in the shadows is such a look, but then again what lighting does lyrica not look absolutely gorgeous in? <repeat> there is no answer because that scenario does not exist, lolz. <hashtag>  marvels runaways <hashtag>  runaways rewatch",3
7541,<user> right here~ *pulls lyrica in close and gives her a deep kiss on the lips*,3
7542," lhhatl  love and hip hop hollywood is looking quiet interesting. i wonder who lyrica was accused of sleeping with? why a<number> is on a table and what is up with ray, princess and the pregnancy debacle. <repeat> hm ??",3
7543,i would join lyrica but i'd cry.,3
7544,where are the tears lyrica? ??  lh <elong> ,3
7545,a<number> and lyrica are cute ??. <repeat> but bro gay af with those nails polish black and the pearls he wears,3
7546, lh <elong>  come on. <repeat>get the wig budget for pam and lyrica together lol,3
7547,a<number> and lyrica so freakin cute ??,3
7548,"it's hard mixing family and business, lyrica needs to work with someone else stop complaining. move forward <hashtag> lh <elong>",3
7549,"lyrica comes off insecure as hell, like are you mad that another female artist will take your position, and do it better ???? lh <elong> ",3
7550,i can't stand lyrica. <repeat> she know she not like that?????? stale ass weave  lh <elong> ,3
7551,that lyrica sub made me laugh so hard ??,3
7552,"that zell dressed lyrica and it was an orange tank tied in the back, red patent leather pants with a showing black bra. <repeat>",3
7553,<user> literally <allcaps> me <allcaps> too <allcaps> like <allcaps> i that <allcaps> is <allcaps> my <allcaps> favorite <allcaps> song <allcaps> off <allcaps> the <allcaps> album <allcaps> and <allcaps> like <allcaps> tahts <allcaps> my <allcaps> favorite <allcaps> lyrica <allcaps> i just <allcaps> cant <allcaps>,3
7554,who tf was lyrica throwing shade at ??,3
7555,i miss anastasia and christ and derek and caroline and john and molly and lyrica and home <sadface>,3
7556,lyrica anderson feat. kevin gates - feenin,3
7557,lyrica can actually sing. she need to boss up like cardi  lh <elong> ,3
7558,the drama between a<number> and lyrica's mothers  ?????? <hashtag>  love and hip hip hollywood,3
7559,<user> <user> lyrica you heard what was said somebody that don't know nobody and niccas not gone make some shit up??,3
7560,i'm lyrica mom look like a blow up doll on wet ?? and this nigga look like he was in the cat daddy video ??,3
7561,i hope lyrica doesn't get too close to the other girls because most of them will turn against her <hashtag> lh <elong>,3
7562,so lyrica came up there just to give him so head ?  lh <elong> ,3
7563,i realized i have almost two styles for my characters. rose and lyrica are more animeish and sylvia is more realistic but rn it's coming out differently.,3
7564,<user> the harry doll looks like prince valium from spaceballs! hahahha,3
7565,lyrica look like kk sister from <hashtag> lhhatl and pam look like momma braxton ratchet sister <hashtag> bfv lol  <hashtag> lh <elong> <user> yeah or naw? lol,3
7566,lyrica - feenin ft. kevin gates  has to be one of my new favorite songs cuz,3
7567,<hashtag> np morphine - gone for good,3
7568,feenin x lyrica ft kevin gates &amp;gt;&amp;gt;&amp;gt;&amp;gt; yall need to listen ????????,3
7569,<user> lyrica anderson ft. sevyn streeter - mean it??,3
7570,can lyrica please let this orange hair go. she needs to let that roadkill die <elong>  lh <elong> ,3
7571,feenin - lyrica ft. gates &amp;gt;&amp;gt;&amp;gt;&amp;gt; never gets old.,3
7572,realizing how fun this lyrica x <user> album is gonna be,3
7573,the <allcaps> captions <allcaps> just <allcaps> said <allcaps> mighty <allcaps> morphine <allcaps> power <allcaps> ranger <allcaps> i'm dying <allcaps> <hashtag>  macys thanksgiving day parade,3
7574,i had no idea lyrica from love and hip hop hollywood song be on the radio . <repeat> this shit a smash too ??????????,3
7575,i only like him &amp; lyrica as a whole.,3
7576,<user> can you tell me if honeywell lyrica t<number> thermostat qualifies for a rebate. it's not listed on your website but i feel it isn't updated,3
7577,"oh dear lyrica, u better than this. stop hanging with these messy bitches. they got too much time on their hands ???? <hashtag> lh <elong>",3
7578,lyrica and ginny can literally say ìweíve really been pushing for a relationshipî every single time and iíd still be like yes <allcaps>,3
7579,y'all a<number> momma too old to be lying talking about she respect lyrica <hashtag> lh <elong>,3
7580,lyrica is gorgeous.  lh <elong> ,3
7581,lyrica andersons acoustic sessions are the best,3
7582,love lyrica but that color no <allcaps>!??  lh <elong> ,3
7583,mighty morphine power rangers are *cough* severe so i adapt frank miller's holy terror to film starring agent orange hitler.,3
7584,<hashtag> lh <elong> lyrica was signed to timbalands label hemce why her song sounds like that,3
7585,lyrica anderson x freakin' (ft. wiz k) excitedd,3
7586,me and lyrica going turn up for her birthday today ??????,3
7587,where was this lyrica at last season ? ????  lh <elong> ,3
7588,lyrica okano if you're out there and listening i love you,3
7589,<user> u cant just make a twitter account and tweet lyrica from huos like no that makes me cry,3
7590,<user> not saying his lyrica were bad lol. <repeat>got tired of hearing all the haaan <elong>'s by french montana,3
7591,updraft dolophine airlines mark out for planned in contemplation of support alter: ebmawixi,3
7592,me and lyrica can talk all day i miss her man.,3
7593,lol <allcaps> you would not do lyrica what did she do to you nothing so don't do that and disrespect her when she was your friend,3
7594,"yas <elong> finally some lyrica singing, i love her voice??  lh <elong> ",3
7595,lyrica stupid and selfish. she must not want her man to make no money bro.  lh <elong> ,3
7596,i'm tired of lyrica name dropping  lh <elong> ,3
7597,lyrica &amp; her mans so cute they goals fr ??? power couple <hashtag> lh <elong>,3
7598,"so far weíve seen andrew rannells, matt bomer, zachary quinto, taylor trensch, lyrica woodruff, and michael cera just walking down the street in the past hour",3
7599,lyrica is very pretty to me,3
7600,"lyrica anderson is amazing, what took me so long?",3
7601,poor lyrica. that is not a date.  lh <elong> ,3
7602,a<number> and lyrica are literally ruining love &amp; hip hop hollywood.,3
7603,idk if moniece can beat lyrica ass. <repeat> but i'm here for the fight  lh <elong> ,3
7604,a<number> &amp; lyrica are just so cute together,3
7605,i'm glad lyrica and a<number> moms gel along,3
7606,<hashtag> indierock <hashtag> nowplaying <user> <user> <hashtag> np have a lucky day by morphine - rocking the unheard with the under exposed! <hashtag> rock,3
7607,"i get annoyed when people text me  "" besides lyrica "" but if they stop texting me i'm like, wait no text me still",3
7608,lyrica get fling. moneice get slam. but ray sitting down on the couch untouched. <repeat>,3
7609,iím really liking lyricaís album!,3
7610,umm lyrica one minute you mad because he want to work with females and now you mad he hid the session  lh <elong>  <hashtag> lhhhollywood,3
7611,why lyrica have to go so hard with feenin? ??,3
7612,bruh feenin by lyrica anderson really my song,3
7613,i'm tryna figure out why pam couldn't have stayed somewhere else instead of with her son and lyrica <hashtag> lh <elong>,3
7614,pam and lyrica got the same hairstyle  lh <elong> ,3
7615,mighty morphine power rangers are mentally not my real dad and i rub the peanut butter on my balls and let the dog lick hugo weaving in yellowface.,3
7616,mighty morphine power rangers will be bad and second-person shooters so i reblog a terrible tumblr post by [direct object].,3
7617,"lord lyrica. <repeat>that is your husband, not some random. stop being so emotional and talk to him. cut out this petty mess.  lh <elong> ",3
7618,<user> camryn this zac brown band lyrica,3
7619,so lyrica husband got finger nail polish? k. <repeat>,3
7620,i want to set morphine for chrome so that itíll let me watch netflix for <number> minutes if i reply to emails for <number> minutes but it wonít let me.,3
7621,i love lyrica anderson on lh <elong>,3
7622,"caroline started to talk to me and she was there for like <number> minutes iím not lying, lyrica had to skip me",3
7623,"<hashtag> nowplaying @ <number> et: ""scratch"" by morphine from ""yes"" (<number>)",3
7624,lyrica and a<number> are one talented couple. they need to prosper together man  lh <elong> ,3
7625,l'morphine vs pause <allcaps> flow <allcaps>  =    l'morpho <allcaps>  win ,3
7626,lyrica junior girl what the fuck is you doing <hashtag> lh <elong>,3
7627,lyrica. <repeat> shut <allcaps>. <repeat>the <allcaps>. <repeat>fuck <allcaps>. <repeat>up <allcaps>,3
7628,a<number> and lyrica's relationship &amp;gt;&amp;gt;&amp;gt;,3
7629,lyrica anderson x dont take it personal. my shxt.,3
7630,kevin gates x lyrica anderson  - feenin ??,3
7631,lyricaís album is actually lit,3
7632,i love how it's cold enough for me to wear my morphine hoodie,3
7633,lyrica anderson is slept on,3
7634,if lyrica don't sit her foghorn leghorn ass down you doing too much sis  lh <elong> ,3
7635,lyrica anderson kind of night,3
7636,lyrica should really stick to writing,3
7637,"previous <hashtag> earworm [cat <number>]: ""scratch"" by morphine",3
7638,can't wait to dance to kehlan and lyrica ??,3
7639,#NAME?,3
7640,put that lyrica anderson on the playlist.,3
7641,my name is lyrica jada and i sing.,3
7642,"when lyrica said ""drag her"", lmao. <repeat>  <elong>lh <elong> ",3
7643,twilight sparkle mass effect george washington lyrica achtung! <number> <number> solo constipation withhold pick up feces mad gab.,3
7644,my brother knows all the kiss me kiss me lyrica bc i listen to it so much ??????,3
7645,"lyrica ""das mah ladehh"" okano is the real lgbtq",3
7646,<user> did he fuck lyrica? i have so many questions.,3
7647,the best song thus far is the one with ty dolla $ign. <repeat> lyrica baby ?? <hashtag> disappointedfan maybe i gotta give it a few listens . <repeat>,3
7648,yes lyrica cover that botched booty up,3
7649,"<user> it should be pretty much exactly <number>cm but hm. <repeat> though, i think last time i sent to lyrica it was still less than <number>xx? hm. <repeat>",3
7650,i had to add a ring guard to my morphine ring because it was a little too big and i can feel the ring guard really obviously,3
7651,"<user> morphine brought me to tears, congrats on the new album- i love it! ??",3
7652,<user> valium village still cracks me up  <elong>ps they have a twitter account,3
7653,i gotta say if there's one thing i miss about vine it was the weird ass valium village clips,3
7654,"just watched still game, methadone mick is the absolute worst character of aw time",3
7655,well now i want to make a cleric named xanax and their signature move is to cast calm emotions. imma do this. <hashtag> dnd <hashtag> calm,3
7656,<user> morphine love makeup,3
7657,"<user> -the beach boys -chicago - david bowie- pixies- nirvana - weezer- morphine- hum- ween- ben folds five- juliana hatfield- braid- at the drive-in- sparta- mars volta- minus the bearóóall time, probably beach boys or morphine",3
7658,<user> you need to see prince valium ??,3
7659,<user> wanna be? u should watch all his vids. <repeat>i member learning morphine from him,3
7660,"i'm listening to morphine by michael jackson, and i just. <repeat> it's a sad song but he delivered it in a badass way <sadface> <hashtag> bestfanarmy <hashtag> btsarmy <hashtag> iheartawards <user>",3
7661,<user> what about the back end of that album? sister morphine  /  dead flowers  /  moonlight mile,3
7662,<hashtag> antiquesroadshow methadone mick with signed hobbit alert! <repeat>,3
7663,someone swing a matching lyrica layout my way thanks,3
7664,come thruu lyrica,3
7665,lyrica literally did the most,3
7666,im going to knock over a lyrica truck,3
7667,<user> <user> <user> those r his lyrica,3
7668,mighty morphine power rangers were illegally okay and i lick a dog anus to create my smaller-than-average foreskin.,3
7669,<user> <user> i think that would be a great drag name ìlyrica divineî. <repeat>,3
